"Species","sampleYear","annualCount","DataSource","LocationID","RunType","SASAP.Region","Lat","Lon","AWC_CODE","location_source","Flag"
"coho","2014","2","ADFG","Situk River",NA,"Southeast","59.44609","-139.5678","182-70-10100","",NA
"coho","2015","9","ADFG","Situk River",NA,"Southeast","59.44609","-139.5678","182-70-10100","",NA
"coho","2016","183","ADFG","Situk River",NA,"Southeast","59.44609","-139.5678","182-70-10100","",NA
"coho","1998","728","ADFG","Slippery Creek",NA,"Southeast","56.71563","-133.8804","109-43-10030","",NA
"coho","2000","476","ADFG","Slippery Creek",NA,"Southeast","56.71563","-133.8804","109-43-10030","",NA
"coho","2001","3413","ADFG","Slippery Creek",NA,"Southeast","56.71563","-133.8804","109-43-10030","",NA
"coho","2002","5743","ADFG","Slippery Creek",NA,"Southeast","56.71563","-133.8804","109-43-10030","",NA
"coho","2003","733","ADFG","Slippery Creek",NA,"Southeast","56.71563","-133.8804","109-43-10030","",NA
"coho","2004","2195","ADFG","Slippery Creek",NA,"Southeast","56.71563","-133.8804","109-43-10030","",NA
"coho","2005","2034","ADFG","Slippery Creek",NA,"Southeast","56.71563","-133.8804","109-43-10030","",NA
"coho","1961","26","ADFG","Snake Creek",NA,"Southeast","55.09877","-131.0246","101-23-10070","",NA
"coho","1981","1937","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","1982","1183","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","1983","859","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","1992","4","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","1996","11","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","1997","25","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","1998","4","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","2000","11","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","2002","595","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","2003","551","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","2004","422","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","2005","287","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","2006","30","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","2007","33","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","2011","75","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","2012","213","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","2013","273","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","2015","562","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","2016","696","ADFG","Speel River",NA,"Southeast","58.13485","-133.7217","111-33-10300","",NA
"coho","1985","106","ADFG","Tatsamenie Lake",NA,"Southeast","58.47745","-132.3879",NA,"",NA
"coho","1986","80","ADFG","Tatsamenie Lake",NA,"Southeast","58.47745","-132.3879",NA,"",NA
"coho","1987","173","ADFG","Tatsamenie Lake",NA,"Southeast","58.47745","-132.3879",NA,"",NA
"coho","1988","663","ADFG","Tatsamenie Lake",NA,"Southeast","58.47745","-132.3879",NA,"",NA
"coho","1989","712","ADFG","Tatsamenie Lake",NA,"Southeast","58.47745","-132.3879",NA,"",NA
"coho","1990","669","ADFG","Tatsamenie Lake",NA,"Southeast","58.47745","-132.3879",NA,"",NA
"coho","1991","761","ADFG","Tatsamenie Lake",NA,"Southeast","58.47745","-132.3879",NA,"",NA
"coho","1992","350","ADFG","Tatsamenie Lake",NA,"Southeast","58.47745","-132.3879",NA,"",NA
"coho","1993","87","ADFG","Tatsamenie Lake",NA,"Southeast","58.47745","-132.3879",NA,"",NA
"coho","1994","168","ADFG","Tatsamenie Lake",NA,"Southeast","58.47745","-132.3879",NA,"",NA
"coho","1995","61","ADFG","Tatsamenie Lake",NA,"Southeast","59.84363","-136.6541",NA,"",NA
"coho","1961","2823","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1962","2502","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1963","2881","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1964","632","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1965","1747","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1966","2506","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1967","741","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1968","1464","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1969","1332","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1970","1730","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1971","2507","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1994","434","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1995","562","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1996","611","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1997","189","ADFG","Whale Pass",NA,"Southeast","56.11490","-133.1290",NA,"",NA
"coho","1997","1","ADFG","Windfall Creek",NA,"Southeast","58.51527","-134.7451","111-50-10070-2004-3006","",NA
"coho","1986","2116","ADFG","Yehring Creek",NA,"Southeast","58.50154","-133.7856","111-32-10320-2024","",NA
"coho","1987","1540","ADFG","Yehring Creek",NA,"Southeast","58.50154","-133.7856","111-32-10320-2024","",NA
"coho","1988","1423","ADFG","Yehring Creek",NA,"Southeast","58.50154","-133.7856","111-32-10320-2024","",NA
"coho","1989","1570","ADFG","Yehring Creek",NA,"Southeast","58.50154","-133.7856","111-32-10320-2024","",NA
"coho","1990","2522","ADFG","Yehring Creek",NA,"Southeast","58.50154","-133.7856","111-32-10320-2024","",NA
"coho","1995","119893","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","1997","118065","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","1998","146365","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","1999","76174","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2000","206365","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2001","160272","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2002","137077","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2003","280552","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2004","207844","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2005","194372","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2006","163889","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2007","192406","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2008","145378","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2009","240779","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2010","177724","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2011","149533","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2012","130734","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2013","110515","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2014","283421","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2015","121193","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"coho","2016","168297","ADFG","Pilot Station",NA,"Yukon","61.95137","-162.8559",NA,"",NA
"general cutthroat trout","2003","129","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general cutthroat trout","2005","138","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general cutthroat trout","2006","107","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general cutthroat trout","2008","528","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general cutthroat trout","2009","324","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general cutthroat trout","2010","205","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general cutthroat trout","2011","203","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general cutthroat trout","2012","171","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general cutthroat trout","2013","241","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general cutthroat trout","2014","570","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general cutthroat trout","2015","1033","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general cutthroat trout","2016","353","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general cutthroat trout","2001","5","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general cutthroat trout","2002","5","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general cutthroat trout","2003","6","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general cutthroat trout","2005","3","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general cutthroat trout","2006","3","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general cutthroat trout","2008","1","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general cutthroat trout","2010","1","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
"general cutthroat trout","2013","3","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
"general cutthroat trout","2001","1","ADFG","Hugh Smith Lake",NA,"Southeast","55.09855","-130.6461","101-30-10750-0010","",NA
"general cutthroat trout","2003","3","ADFG","Hugh Smith Lake",NA,"Southeast","55.09855","-130.6461","101-30-10750-0010","",NA
"general cutthroat trout","2006","7","ADFG","Hugh Smith Lake",NA,"Southeast","55.09855","-130.6461","101-30-10750-0010","",NA
"general cutthroat trout","2007","14","ADFG","Hugh Smith Lake",NA,"Southeast","55.09855","-130.6461","101-30-10750-0010","",NA
"general cutthroat trout","2008","3","ADFG","Hugh Smith Lake",NA,"Southeast","55.09855","-130.6461","101-30-10750-0010","",NA
"general cutthroat trout","2001","110","ADFG","Jordan Creek",NA,"Southeast","58.35330","-134.5697","111-50-10620","",NA
"general cutthroat trout","1966","475","ADFG","Klakas Lake Creek",NA,"Southeast","55.01444","-132.3927","103-15-10270","",NA
"general cutthroat trout","2006","9","ADFG","Klawock River",NA,"Southeast","55.54889","-133.0975","103-60-10470","",NA
"general cutthroat trout","2005","7","ADFG","Kook Creek",NA,"Southeast","57.66815","-134.9389","112-12-10250","",NA
"general cutthroat trout","2006","4","ADFG","Kook Creek",NA,"Southeast","57.66815","-134.9389","112-12-10250","",NA
"general cutthroat trout","2007","4","ADFG","Kook Creek",NA,"Southeast","57.66815","-134.9389","112-12-10250","",NA
"general cutthroat trout","2015","397","ADFG","Kook Creek",NA,"Southeast","57.66815","-134.9389","112-12-10250","",NA
"general cutthroat trout","2006","91","ADFG","Kutlaku Creek",NA,"Southeast","56.62009","-134.1183","109-52-10350","",NA
"general cutthroat trout","1962","3037","ADFG","Lake Eva",NA,"Southeast","57.40284","-135.1033",NA,"",NA
"general cutthroat trout","1963","2367","ADFG","Lake Eva",NA,"Southeast","57.40284","-135.1033",NA,"",NA
"general cutthroat trout","1964","2585","ADFG","Lake Eva",NA,"Southeast","57.40284","-135.1033",NA,"",NA
"general cutthroat trout","1995","2737","ADFG","Lake Eva",NA,"Southeast","57.40284","-135.1033",NA,"",NA
"general cutthroat trout","2002","19","ADFG","Mill Creek",NA,"Southeast","56.45991","-132.2060","107-40-10070","",NA
"general cutthroat trout","2002","12","ADFG","Neva Creek",NA,"Southeast","58.40926","-135.4325","114-80-10450","",NA
"general cutthroat trout","2003","27","ADFG","Neva Creek",NA,"Southeast","58.40926","-135.4325","114-80-10450","",NA
"general cutthroat trout","2004","5","ADFG","Neva Creek",NA,"Southeast","58.40926","-135.4325","114-80-10450","",NA
"general cutthroat trout","2005","8","ADFG","Neva Creek",NA,"Southeast","58.40926","-135.4325","114-80-10450","",NA
"general cutthroat trout","2007","56","ADFG","Neva Creek",NA,"Southeast","58.40926","-135.4325","114-80-10450","",NA
"general cutthroat trout","2008","1","ADFG","Neva Creek",NA,"Southeast","58.40926","-135.4325","114-80-10450","",NA
"general cutthroat trout","2010","90","ADFG","Neva Creek",NA,"Southeast","58.40926","-135.4325","114-80-10450","",NA
"general cutthroat trout","2011","89","ADFG","Neva Creek",NA,"Southeast","58.40926","-135.4325","114-80-10450","",NA
"general cutthroat trout","2015","45","ADFG","Neva Creek",NA,"Southeast","58.40926","-135.4325","114-80-10450","",NA
"general cutthroat trout","2016","21","ADFG","Neva Creek",NA,"Southeast","58.40926","-135.4325","114-80-10450","",NA
"general cutthroat trout","2010","644","ADFG","Ratz Hbr Creek",NA,"Southeast","55.88841","-132.6187","106-10-10100","",NA
"general cutthroat trout","2011","682","ADFG","Ratz Hbr Creek",NA,"Southeast","55.88841","-132.6187","106-10-10100","",NA
"general cutthroat trout","1996","4116","ADFG","Sitkoh Lake Creek",NA,"Southeast","57.51937","-134.9599","113-59-10040","",NA
"general cutthroat trout","2003","4588","ADFG","Sitkoh Lake Creek",NA,"Southeast","57.51937","-134.9599","113-59-10040","",NA
"general cutthroat trout","2004","4095","ADFG","Sitkoh Lake Creek",NA,"Southeast","57.51937","-134.9599","113-59-10040","",NA
"general cutthroat trout","2005","2787","ADFG","Sitkoh Lake Creek",NA,"Southeast","57.51937","-134.9599","113-59-10040","",NA
"general cutthroat trout","2006","2491","ADFG","Sitkoh Lake Creek",NA,"Southeast","57.51937","-134.9599","113-59-10040","",NA
"general cutthroat trout","2007","2011","ADFG","Sitkoh Lake Creek",NA,"Southeast","57.51937","-134.9599","113-59-10040","",NA
"general cutthroat trout","2008","2323","ADFG","Sitkoh Lake Creek",NA,"Southeast","57.51937","-134.9599","113-59-10040","",NA
"general cutthroat trout","2009","2569","ADFG","Sitkoh Lake Creek",NA,"Southeast","57.51937","-134.9599","113-59-10040","",NA
"general cutthroat trout","2015","263","ADFG","Sitkoh Lake Creek",NA,"Southeast","57.51937","-134.9599","113-59-10040","",NA
"general cutthroat trout","1997","110","ADFG","Windfall Creek",NA,"Southeast","58.51527","-134.7451","111-50-10070-2004-3006","",NA
"general dolly varden","1984","39","ADFG","Andrew Creek",NA,"Southeast","56.63997","-132.2000","108-40-10150-2008","",NA
"general dolly varden","1997","75","ADFG","Andrew Creek",NA,"Southeast","56.63997","-132.2000","108-40-10150-2008","",NA
"general dolly varden","1998","30","ADFG","Andrew Creek",NA,"Southeast","56.63997","-132.2000","108-40-10150-2008","",NA
"general dolly varden","1972","95","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1973","16","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1974","1847","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1976","646","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1977","263","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1978","397","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1979","20","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1980","34","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1981","35","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1982","188","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1983","727","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1984","56","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1985","55","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1986","53","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1987","26","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1988","179","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1989","532","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1990","1011","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1991","3086","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1992","3","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1997","5705","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1998","4975","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1999","4568","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2000","3665","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2001","4249","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2002","4341","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2003","3978","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2004","2564","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2005","2795","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2006","2716","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2008","7059","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2009","1275","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2010","1250","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2011","2067","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2012","2682","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2013","3358","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2014","3642","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2015","12921","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","2016","2390","ADFG","Auke Creek",NA,"Southeast","58.38052","-134.6419","111-50-10420","",NA
"general dolly varden","1976","5","ADFG","Chilkat River",NA,"Southeast","59.37214","-135.9433","115-32-10250","",NA
"general dolly varden","2008","27","ADFG","Chilkat River",NA,"Southeast","59.37214","-135.9433","115-32-10250","",NA
"general dolly varden","2016","1","ADFG","Chilkat River",NA,"Southeast","59.37214","-135.9433","115-32-10250","",NA
"general dolly varden","1993","36","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","1994","9","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","1995","3","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","1998","135","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","1999","55","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2000","294","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2001","190","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2002","386","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2003","224","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2004","260","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2005","309","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2006","137","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2007","108","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2008","369","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2009","85","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2010","52","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2011","49","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2012","155","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2013","83","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2014","92","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2015","19","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","2016","30","ADFG","Chilkoot River",NA,"Southeast","59.32015","-135.5455","115-33-10200","",NA
"general dolly varden","1982","1","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general dolly varden","2001","16","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general dolly varden","2002","1","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general dolly varden","2003","2","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general dolly varden","2005","1","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general dolly varden","2006","7","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general dolly varden","2007","9","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general dolly varden","2008","8","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general dolly varden","2009","1","ADFG","Chuck Lake",NA,"Southeast","55.77408","-133.4639","103-80-10310-0010","",NA
"general dolly varden","1992","35","ADFG","Crescent Lake",NA,"Southeast","58.16786","-133.3291","111-35-10050-2035","",NA
"general dolly varden","1982","6","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","1983","15","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","1984","19","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","1985","31","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","1988","754","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","1989","76","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","2001","13","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","2002","4","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","2003","33","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","2004","10","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","2005","7","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","2008","1","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","2009","2","ADFG","Falls Creek",NA,"Southeast","56.82790","-134.6938","109-20-10130","",NA
"general dolly varden","1991","30","ADFG","Fish Creek - Hyder",NA,"Southeast","55.93555","-130.0423","101-15-10500-2028","",NA
"general dolly varden","1993","5","ADFG","Fish Creek - Hyder",NA,"Southeast","55.93555","-130.0423","101-15-10500-2028","",NA
"general dolly varden","1994","10","ADFG","Fish Creek - Hyder",NA,"Southeast","55.93555","-130.0423","101-15-10500-2028","",NA
"general dolly varden","1995","15","ADFG","Fish Creek - Hyder",NA,"Southeast","55.93555","-130.0423","101-15-10500-2028","",NA
"general dolly varden","1982","14","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
"general dolly varden","1983","27","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
"general dolly varden","1986","73","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
"general dolly varden","1988","26","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
"general dolly varden","1989","40","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
"general dolly varden","1990","66","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
"general dolly varden","1991","46","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
"general dolly varden","1992","38","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
"general dolly varden","1993","17","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
"general dolly varden","1994","34","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
"general dolly varden","1995","36","ADFG","Ford Arm Creek",NA,"Southeast","57.58192","-135.9153","113-73-10030","",NA
